Supp. Cd.;Supplier Name;Sub-Department;Supplier Product Code;Analysis Group;Product Code;EAN;> Department Type;Product Description;Department;Size;SOH;SP;List Cost;Last Sales Date;Stock Unit;On Order Qty;Detail;Status;Main Order Sheet;Area/Module;Order Sheet;Min. Stock Quantity;Min. Stock at SP;Nett Cost;Average Cost;Last Rcvd Cost;GP List Cost / Each;GP% List Cost / Each;GP Nett Cost / Each;GP% Nett Cost / Each;GP Avg. Cost / Each;GP% Avg. Cost / Each;GP Last Rcvd Cost / Each;GP% Last Rcvd Cost / Each;Shelf Label Text;Stock Cover (Days);Todays Sales;Sales incl. VAT;Sales Ratio at SP (Incl. VAT) (%);Sales excl. VAT;Sales Ratio at SP (Excl. VAT) (%);Sales excl. VAT 2;Sales Ratio at SP (Excl. VAT 2) (%);Sales at CP;Sales Ratio at CP (%);VAT on Sales;VAT 2 on Sales;Sales Quantity;Gross Profit;GP Ratio (%);Ø SP (Incl. VAT);Ø SP (Excl. VAT);Ø CP;GP %;Stock at SP (Incl. VAT);Stock at SP (Excl. VAT);Stock at CP;Stock on Hand;Diff. Min. Stock at SP;Diff. Min. Stock at SP (%);Stock Turn;Promotion Sales incl. VAT;Promotion Sales excl. VAT;Promotion Sales excl. VAT 2;Promotion Sales at CP;VAT on Promotion Sales;VAT 2 on Promotion Sales;Promotion Sales Quantity;Spec. Sell. Promo. incl. VAT;Spec. Sell. Promo. excl. VAT;Spec. Sell. Promo. excl. VAT 2;Spec. Sell. Promo. at CP;VAT on Spec. Sell. Promo.;VAT 2 on Spec. Sell. Promo.;Spec. Sell. Promo. Quantitiy;EKKond Umsatz Differenz;Umsatz Absatz;Anteil am Umsatz;Umsatz Rohertrag;Umsatz Bestand;Sales incl. VAT;Sales Ratio at SP (Incl. VAT) (%);Sales excl. VAT;Sales Ratio at SP (Excl. VAT) (%);Sales excl. VAT 2;Sales Ratio at SP (Excl. VAT 2) (%);Sales at CP;Sales Ratio at CP (%);VAT on Sales;VAT 2 on Sales;Sales Quantity;Gross Profit;GP Ratio (%);Ø SP (Incl. VAT);Ø SP (Excl. VAT);Ø CP;GP %;Stock at SP (Incl. VAT);Stock at SP (Excl. VAT);Stock at CP;Stock on Hand;Diff. Min. Stock at SP;Diff. Min. Stock at SP (%);Stock Turn;Promotion Sales incl. VAT;Promotion Sales excl. VAT;Promotion Sales excl. VAT 2;Promotion Sales at CP;VAT on Promotion Sales;VAT 2 on Promotion Sales;Promotion Sales Quantity;Spec. Sell. Promo. incl. VAT;Spec. Sell. Promo. excl. VAT;Spec. Sell. Promo. excl. VAT 2;Spec. Sell. Promo. at CP;VAT on Spec. Sell. Promo.;VAT 2 on Spec. Sell. Promo.;Spec. Sell. Promo. Quantitiy;EKKond Umsatz Differenz;Umsatz Absatz;Anteil am Umsatz;Umsatz Rohertrag;Umsatz Bestand;Sales incl. VAT;Sales Ratio at SP (Incl. VAT) (%);Sales excl. VAT;Sales Ratio at SP (Excl. VAT) (%);Sales excl. VAT 2;Sales Ratio at SP (Excl. VAT 2) (%);Sales at CP;Sales Ratio at CP (%);VAT on Sales;VAT 2 on Sales;Sales Quantity;Gross Profit;GP Ratio (%);Ø SP (Incl. VAT);Ø SP (Excl. VAT);Ø CP;GP %;Stock at SP (Incl. VAT);Stock at SP (Excl. VAT);Stock at CP;Stock on Hand;Diff. Min. Stock at SP;Diff. Min. Stock at SP (%);Stock Turn;Promotion Sales incl. VAT;Promotion Sales excl. VAT;Promotion Sales excl. VAT 2;Promotion Sales at CP;VAT on Promotion Sales;VAT 2 on Promotion Sales;Promotion Sales Quantity;Spec. Sell. Promo. incl. VAT;Spec. Sell. Promo. excl. VAT;Spec. Sell. Promo. excl. VAT 2;Spec. Sell. Promo. at CP;VAT on Spec. Sell. Promo.;VAT 2 on Spec. Sell. Promo.;Spec. Sell. Promo. Quantitiy;EKKond Umsatz Differenz;Umsatz Absatz;Anteil am Umsatz;Umsatz Rohertrag;Umsatz Bestand
1668;SPAR WESTERN CAPE;210;3073871;0;24691;6009881118198;1;SOT SPICE SALT&VINEGAR;2;450GR;0.000;40.99;24.4565;;Each;0.000;;R;;0;Default Order Sheet;0.000;0.00;24.5176;0.0000;0.0000;11.19;31.39;11.13;31.21;35.64;100.00;35.64;100.00;SAUCE ON TAP SPICE SALT&VIN 450GR;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;210;3074121;0;24692;6009881118181;1;SOT BBQ&GRIL SPICE;2;380GR;0.000;52.99;32.5000;;Each;0.000;;R;;0;Default Order Sheet;0.000;0.00;32.5813;0.0000;0.0000;13.58;29.47;13.50;29.29;46.08;100.00;46.08;100.00;SAUCE ON TAP BBQ & GRILLING SPICE 380GR;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;210;3087522;0;24693;6009881118228;1;SOT FLAVOMAT;2;360GR;0.000;40.99;25.0000;;Each;0.000;;R;;0;Default Order Sheet;0.000;0.00;25.1250;0.0000;0.0000;10.64;29.86;10.52;29.51;35.64;100.00;35.64;100.00;SAUCE ON TAP FLAVOMAT 360GR;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;201;3114620;0;24694;6009881118129;1;SOT P/CORN SEAS F/CH 390G;2;6'S;0.000;269.99;180.0000;;Each;0.000;;R;;0;Default Order Sheet;0.000;0.00;180.4500;0.0000;0.0000;54.77;23.33;54.32;23.14;234.77;100.00;234.77;100.00;SOT P/CORN SEASON F/CHUTN 390GR 6'S;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2665739;0;25029;;1;C/GOLDEN CHIC STRIP CRUMB;2;P/KG;0.000;159.99;94.8146;;Kg;0.000;;A;;0;Default Order Sheet;0.000;0.00;95.0516;0.0000;0.0000;44.31;31.85;44.07;31.68;139.12;100.00;139.12;100.00;CRISP N GOLDEN CRUMB CHICK STRIPS P/KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2665743;0;25030;;1;C/GOLDEN FRIED STRIPS;2;P/KG;0.000;159.99;94.8146;;Kg;0.000;;A;;0;Default Order Sheet;0.000;0.00;95.0516;0.0000;0.0000;44.31;31.85;44.07;31.68;139.12;100.00;139.12;100.00;CRISP N GOLDEN CRMBED FRIED STRIPS  P/KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2665754;0;25031;;1;C/GOLDEN SCHNITZEL CRUMB;2;P/KG;0.000;169.99;113.5533;;Kg;0.000;;A;;0;Default Order Sheet;0.000;0.00;113.8372;0.0000;0.0000;34.26;23.18;33.98;22.99;147.82;100.00;147.82;100.00;CRISP N GOLDEN SCHNITZEL CHIC CRUMB P/KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2701537;0;25032;2932738337791;1;C/GOLDEN CHIC BURGER CRMB;2;P/KG;0.000;89.99;72.2612;;Kg;0.000;;A;;0;Default Order Sheet;0.000;0.00;72.4419;65.8234;65.8234;5.99;7.66;5.81;7.43;12.43;15.88;12.43;15.88;CRISP N GOLDEN CRMB CHIC BURGERS P/KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;207;2756789;0;25033;6001600000661;1;QNT CHIC CRUMBED BURGERS;2;3KG;0.000;289.99;135.1162;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;135.4540;0.0000;0.0000;117.05;46.42;116.71;46.28;252.17;100.00;252.17;100.00;QUICK N TASTY CRUMBED CHICKEN BURGERS3KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2757328;0;25034;6009900274928;1;C/GOLDEN CHIC SCHNITZEL;2;5KG;0.000;781.99;464.4873;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;465.6485;0.0000;0.0000;215.50;31.69;214.34;31.52;679.99;100.00;679.99;100.00;CRISP N GOLDEN CRMBED CHIC SCHNITZEL 5KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;207;2757330;0;25035;6009900274935;1;C/GOLDEN CHIC CORDON BLUE;2;6KG;0.000;935.99;443.2994;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;444.4076;0.0000;0.0000;370.60;45.53;369.50;45.40;813.90;100.00;813.90;100.00;CRISP N GOLDEN CRMBD CHIC CORDON BLUE6KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2823456;0;25036;;1;C/GOLDEN CHIC NUGGET CRMB;2;P/KG;0.000;149.99;85.7794;;Kg;0.000;;A;;0;Default Order Sheet;0.000;0.00;85.9938;0.0000;0.0000;44.65;34.23;44.43;34.07;130.43;100.00;130.43;100.00;CRISP N GOLDEN CRUMBED CHIC NUGGET P/KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2823461;0;25037;;1;C/GOLDEN CHIC BREAST CRMB;2;P/KG;0.000;169.99;105.1376;;Kg;0.000;;A;;0;Default Order Sheet;0.000;0.00;105.4004;0.0000;0.0000;42.68;28.87;42.42;28.70;147.82;100.00;147.82;100.00;CRISP N GOLDEN CRUMBED CHIC BREAST P/KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2945412;0;25038;;1;C/GOLDEN CHIC WINGS S/F;2;P/KG;0.000;139.99;92.6000;;Kg;0.000;;A;;0;Default Order Sheet;0.000;0.00;92.8315;0.0000;0.0000;29.13;23.93;28.90;23.74;121.73;100.00;121.73;100.00;CRISP N GOLDEN CHIC WINGS S/F CRUMB P/KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2954267;0;25039;6009900274966;1;C/GOLDEN CHIC STRIPS CRMB;2;5KG;0.000;781.99;464.4873;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;465.6485;0.0000;0.0000;215.50;31.69;214.34;31.52;679.99;100.00;679.99;100.00;CRISP N GOLDEN CRUMBED CHICKEN STRIP 5KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;203;2954271;0;25040;6009900274959;1;C/GOLDEN CHIC NUGGET CRMB;2;5KG;0.000;781.99;464.4873;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;465.6485;0.0000;0.0000;215.50;31.69;214.34;31.52;679.99;100.00;679.99;100.00;CRISP N GOLDEN CRUMBED CHICKEN NUGGE 5KG;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
