Supp. Cd.;Supplier Name;Sub-Department;Supplier Product Code;Analysis Group;Product Code;EAN;> Department Type;Product Description;Department;Size;SOH;SP;List Cost;Last Sales Date;Stock Unit;On Order Qty;Detail;Status;Main Order Sheet;Area/Module;Order Sheet;Min. Stock Quantity;Min. Stock at SP;Nett Cost;Average Cost;Last Rcvd Cost;GP List Cost / Each;GP% List Cost / Each;GP Nett Cost / Each;GP% Nett Cost / Each;GP Avg. Cost / Each;GP% Avg. Cost / Each;GP Last Rcvd Cost / Each;GP% Last Rcvd Cost / Each;Shelf Label Text;Stock Cover (Days);Todays Sales;Sales incl. VAT;Sales Ratio at SP (Incl. VAT) (%);Sales excl. VAT;Sales Ratio at SP (Excl. VAT) (%);Sales excl. VAT 2;Sales Ratio at SP (Excl. VAT 2) (%);Sales at CP;Sales Ratio at CP (%);VAT on Sales;VAT 2 on Sales;Sales Quantity;Gross Profit;GP Ratio (%);Ø SP (Incl. VAT);Ø SP (Excl. VAT);Ø CP;GP %;Stock at SP (Incl. VAT);Stock at SP (Excl. VAT);Stock at CP;Stock on Hand;Diff. Min. Stock at SP;Diff. Min. Stock at SP (%);Stock Turn;Promotion Sales incl. VAT;Promotion Sales excl. VAT;Promotion Sales excl. VAT 2;Promotion Sales at CP;VAT on Promotion Sales;VAT 2 on Promotion Sales;Promotion Sales Quantity;Spec. Sell. Promo. incl. VAT;Spec. Sell. Promo. excl. VAT;Spec. Sell. Promo. excl. VAT 2;Spec. Sell. Promo. at CP;VAT on Spec. Sell. Promo.;VAT 2 on Spec. Sell. Promo.;Spec. Sell. Promo. Quantitiy;EKKond Umsatz Differenz;Umsatz Absatz;Anteil am Umsatz;Umsatz Rohertrag;Umsatz Bestand;Sales incl. VAT;Sales Ratio at SP (Incl. VAT) (%);Sales excl. VAT;Sales Ratio at SP (Excl. VAT) (%);Sales excl. VAT 2;Sales Ratio at SP (Excl. VAT 2) (%);Sales at CP;Sales Ratio at CP (%);VAT on Sales;VAT 2 on Sales;Sales Quantity;Gross Profit;GP Ratio (%);Ø SP (Incl. VAT);Ø SP (Excl. VAT);Ø CP;GP %;Stock at SP (Incl. VAT);Stock at SP (Excl. VAT);Stock at CP;Stock on Hand;Diff. Min. Stock at SP;Diff. Min. Stock at SP (%);Stock Turn;Promotion Sales incl. VAT;Promotion Sales excl. VAT;Promotion Sales excl. VAT 2;Promotion Sales at CP;VAT on Promotion Sales;VAT 2 on Promotion Sales;Promotion Sales Quantity;Spec. Sell. Promo. incl. VAT;Spec. Sell. Promo. excl. VAT;Spec. Sell. Promo. excl. VAT 2;Spec. Sell. Promo. at CP;VAT on Spec. Sell. Promo.;VAT 2 on Spec. Sell. Promo.;Spec. Sell. Promo. Quantitiy;EKKond Umsatz Differenz;Umsatz Absatz;Anteil am Umsatz;Umsatz Rohertrag;Umsatz Bestand;Sales incl. VAT;Sales Ratio at SP (Incl. VAT) (%);Sales excl. VAT;Sales Ratio at SP (Excl. VAT) (%);Sales excl. VAT 2;Sales Ratio at SP (Excl. VAT 2) (%);Sales at CP;Sales Ratio at CP (%);VAT on Sales;VAT 2 on Sales;Sales Quantity;Gross Profit;GP Ratio (%);Ø SP (Incl. VAT);Ø SP (Excl. VAT);Ø CP;GP %;Stock at SP (Incl. VAT);Stock at SP (Excl. VAT);Stock at CP;Stock on Hand;Diff. Min. Stock at SP;Diff. Min. Stock at SP (%);Stock Turn;Promotion Sales incl. VAT;Promotion Sales excl. VAT;Promotion Sales excl. VAT 2;Promotion Sales at CP;VAT on Promotion Sales;VAT 2 on Promotion Sales;Promotion Sales Quantity;Spec. Sell. Promo. incl. VAT;Spec. Sell. Promo. excl. VAT;Spec. Sell. Promo. excl. VAT 2;Spec. Sell. Promo. at CP;VAT on Spec. Sell. Promo.;VAT 2 on Spec. Sell. Promo.;Spec. Sell. Promo. Quantitiy;EKKond Umsatz Differenz;Umsatz Absatz;Anteil am Umsatz;Umsatz Rohertrag;Umsatz Bestand
1668;SPAR WESTERN CAPE;210;3074303;0;22647;6001008827426;1;T&T SCE BBQ&MUSTARD SEED;2;250ML;0.000;23.99;16.2037;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;16.2442;16.0658;16.0658;4.66;22.32;4.62;22.13;4.80;22.99;4.80;22.99;T&T BRAAI SAUCE BBQ&MUSTARD SEED 250ML;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;210;3074310;0;22648;;1;T&T SCE CREAMY PERI PERI;2;250ML;0.000;23.99;16.2037;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;16.2442;16.0658;16.0658;4.66;22.32;4.62;22.13;4.80;22.99;4.80;22.99;T&T BRAAI SAUCE CREAMY PERI PERI 250ML;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;201;3074311;0;22649;6001008827433;1;T&T SCE CREAMY PERI PERI;2;250ML;0.000;25.99;0.0004;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;0.0004;0.0000;0.0000;22.60;100.00;22.60;100.00;22.60;100.00;22.60;100.00;T&T BRAAI SAUCE CREAMY PERI PERI 250ML;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;210;3074316;0;22650;6001008827440;1;T&T SCE SOSATIE;2;250ML;2.000;23.99;16.2037;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;16.2442;16.0658;16.0658;4.66;22.32;4.62;22.13;4.80;22.99;4.80;22.99;T&T BRAAI SAUCE SOSATIE 250ML;9999;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;47.98;41.72;32.1316;2.000;47.98;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;47.98;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;47.98;41.72;32.1316;2.000;47.98;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;47.98;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;47.98;41.72;32.1316;2.000;47.98;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;47.98
1668;SPAR WESTERN CAPE;210;3074321;0;22651;6001008827457;1;T&T SCE STEAKHOUSE BBQ;2;250ML;0.000;23.99;15.8515;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;15.8911;16.0658;16.0658;5.01;24.01;4.97;23.82;4.80;22.99;4.80;22.99;T&T BRAAI SAUCE STEAKHOUSE BBQ 250ML;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;201;3074336;0;22652;6001008827464;1;T&T DROEWORS ORIGINAL;2;80GR;10.000;52.99;34.0278;08052024;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;34.1129;34.1125;34.1125;12.05;26.15;11.97;25.97;11.97;25.97;11.97;25.97;T&T DROEWORS ORIGINAL 80GR;103;0.000;158.97;0.03;138.23;0.03;138.23;0.03;102.3375;0.03;20.74;0.00;3.000;35.90;0.03;52.99;46.08;34.1125;25.97;529.90;460.78;341.1250;10.000;529.90;0.00;0.30;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;-0.00;161.97;0.03;123.07;370.93;158.97;0.03;138.23;0.03;138.23;0.03;102.3375;0.03;20.74;0.00;3.000;35.90;0.03;52.99;46.08;34.1125;25.97;529.90;460.78;341.1250;10.000;529.90;0.00;0.30;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;-0.00;161.97;0.03;123.07;370.93;158.97;0.03;138.23;0.03;138.23;0.03;102.3375;0.03;20.74;0.00;3.000;35.90;0.03;52.99;46.08;34.1125;25.97;529.90;460.78;341.1250;10.000;529.90;0.00;0.30;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;-0.00;161.97;0.03;123.07;370.93
1668;SPAR WESTERN CAPE;201;3074340;0;22653;6001008827471;1;T&T SNAPSTICKS CHILLI;2;80GR;1.000;67.99;43.7800;08052024;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;43.8895;43.8892;43.8892;15.34;25.95;15.23;25.76;15.23;25.76;15.23;25.76;T&T SNAPSTICKS CHILLI 80GR;10;0.000;203.97;0.04;177.37;0.04;177.37;0.04;131.6675;0.04;26.60;0.00;3.000;45.70;0.03;67.99;59.12;43.8892;25.76;67.99;59.12;43.8892;1.000;67.99;0.00;3.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;-0.00;206.97;0.04;158.27;-135.98;203.97;0.04;177.37;0.04;177.37;0.04;131.6675;0.04;26.60;0.00;3.000;45.70;0.03;67.99;59.12;43.8892;25.76;67.99;59.12;43.8892;1.000;67.99;0.00;3.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;-0.00;206.97;0.04;158.27;-135.98;203.97;0.04;177.37;0.04;177.37;0.04;131.6675;0.04;26.60;0.00;3.000;45.70;0.03;67.99;59.12;43.8892;25.76;67.99;59.12;43.8892;1.000;67.99;0.00;3.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;-0.00;206.97;0.04;158.27;-135.98
1668;SPAR WESTERN CAPE;201;3074344;0;22654;6001008827488;1;T&T SNAPSTICKS ORIGINAL;2;80GR;9.000;67.99;43.7800;08032024;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;43.8895;43.8892;43.8892;15.34;25.95;15.23;25.76;15.23;25.76;15.23;25.76;T&T SNAPSTICKS ORIGINAL 80GR;279;0.000;67.99;0.01;59.12;0.01;59.12;0.01;43.8892;0.01;8.87;0.00;1.000;15.23;0.01;67.99;59.12;43.8892;25.76;611.91;532.10;395.0025;9.000;611.91;0.00;0.11;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;-0.00;68.99;0.01;52.76;543.92;67.99;0.01;59.12;0.01;59.12;0.01;43.8892;0.01;8.87;0.00;1.000;15.23;0.01;67.99;59.12;43.8892;25.76;611.91;532.10;395.0025;9.000;611.91;0.00;0.11;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;-0.00;68.99;0.01;52.76;543.92;67.99;0.01;59.12;0.01;59.12;0.01;43.8892;0.01;8.87;0.00;1.000;15.23;0.01;67.99;59.12;43.8892;25.76;611.91;532.10;395.0025;9.000;611.91;0.00;0.11;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;-0.00;68.99;0.01;52.76;543.92
1668;SPAR WESTERN CAPE;201;3074348;0;22655;6001008827495;1;T&T BILTONG CHILLI SLC;2;80GR;1.000;54.99;35.0331;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;35.1207;35.1208;35.1208;12.78;26.74;12.70;26.55;12.70;26.55;12.70;26.55;T&T BILTONG SLICED CHILLI 80GR;9999;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;54.99;47.82;35.1208;1.000;54.99;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;54.99;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;54.99;47.82;35.1208;1.000;54.99;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;54.99;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;54.99;47.82;35.1208;1.000;54.99;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;54.99
1668;SPAR WESTERN CAPE;201;3074352;0;22656;6001008827501;1;T&T BILTONG ORIGINAL SLC;2;80GR;1.000;54.99;35.0331;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;35.1207;35.1208;35.1208;12.78;26.74;12.70;26.55;12.70;26.55;12.70;26.55;T&T BILTONG SLICED ORIGINAL 80GR;9999;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;54.99;47.82;35.1208;1.000;54.99;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;54.99;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;54.99;47.82;35.1208;1.000;54.99;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;54.99;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;54.99;47.82;35.1208;1.000;54.99;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;54.99
1668;SPAR WESTERN CAPE;201;3074401;0;22657;6001008827518;1;T&T DROEWORS ORIGINAL;2;150GR;0.000;89.99;58.5648;08052024;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;58.7112;58.7117;58.7117;19.69;25.16;19.54;24.97;19.54;24.97;19.54;24.97;T&T DROEWORS ORIGINAL 150GR;0;0.000;179.98;0.03;156.50;0.03;156.50;0.03;117.4233;0.04;23.48;0.00;2.000;39.08;0.03;89.99;78.25;58.7117;24.97;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;181.98;0.03;140.90;-179.98;179.98;0.03;156.50;0.03;156.50;0.03;117.4233;0.04;23.48;0.00;2.000;39.08;0.03;89.99;78.25;58.7117;24.97;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;181.98;0.03;140.90;-179.98;179.98;0.03;156.50;0.03;156.50;0.03;117.4233;0.04;23.48;0.00;2.000;39.08;0.03;89.99;78.25;58.7117;24.97;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;181.98;0.03;140.90;-179.98
1668;SPAR WESTERN CAPE;201;3074405;0;22658;6001008827525;1;T&T SNAPSTICKS ORIGINAL;2;150GR;2.000;113.99;76.2963;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;76.4870;76.4867;76.4867;22.83;23.03;22.63;22.84;22.64;22.84;22.64;22.84;T&T SNAPSTICKS ORIGINAL 150GR;9999;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;227.98;198.24;152.9733;2.000;227.98;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;227.98;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;227.98;198.24;152.9733;2.000;227.98;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;227.98;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;227.98;198.24;152.9733;2.000;227.98;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;227.98
1668;SPAR WESTERN CAPE;201;3074409;0;22659;6001008827532;1;T&T BILTONG ORIGINAL SLC;2;150GR;0.000;92.99;61.9722;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;62.1271;62.1267;62.1267;18.89;23.36;18.73;23.17;18.73;23.17;18.73;23.17;T&T BILTONG SLICED ORIGINAL 150GR;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;210;3078571;0;22660;6001008827945;1;T&T GRINDER STEAK&CHOPS;2;130GR;1.000;52.99;34.2222;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;34.3078;34.3074;34.3074;11.86;25.73;11.77;25.54;11.77;25.55;11.77;25.55;T&T SPICE GRINDER STEAK&CHOP 130GR;9999;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;52.99;46.08;34.3074;1.000;52.99;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;52.99;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;52.99;46.08;34.3074;1.000;52.99;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;52.99;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;52.99;46.08;34.3074;1.000;52.99;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;52.99
1668;SPAR WESTERN CAPE;210;3078579;0;22661;6001008827952;1;T&T GRINDER SMOKEY BBQ;2;130GR;0.000;52.99;34.2222;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;34.3078;34.3074;34.3074;11.86;25.73;11.77;25.54;11.77;25.55;11.77;25.55;T&T SPICE GRINDER SMOKEY BBQ 130GR;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
1668;SPAR WESTERN CAPE;201;3078591;0;22662;6001008827969;1;T&T SPICE MEATY BBQ;2;125GR;0.000;45.99;30.3981;;Each;0.000;;A;;0;Default Order Sheet;0.000;0.00;30.4741;30.4741;30.4741;9.59;23.99;9.52;23.80;9.52;23.80;9.52;23.80;T&T SPICE MEATY BBQ 125GR;;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.00;0.0000;0.000;0.00;0.00;0.00;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.0000;0.00;0.00;0.000;0.00;0.00;0.00;0.00;0.00
